,ADC_filename,Ave periods,Bounds hi,Bounds lo,OBS_filename,Tidal period ,Tide padding,Time steps per period
0,/home/jtilson/ADCIRCSupportTools/ADCIRC/adc_wl.pkl,4,2020-09-21 18:27:54,2020-09-19 17:49:12,/home/jtilson/ADCIRCSupportTools/ADCIRC/obs_wl_smoothed.pkl,12.42,1,12
